User_ID,Age,Age_Group,Gender,Location,Daily_Screen_Time_Hours,Screen_Time_Band,Total_App_Usage_Hours,Number_of_Apps_Used,Social_Media_Usage_Hours,Productivity_App_Usage_Hours,Gaming_App_Usage_Hours,Category_Total_Hours,Top_Category,Social_Share_Pct,Productivity_Share_Pct,Gaming_Share_Pct,Flag_App_Hours_Exceed_Screen,Flag_Category_Hours_Exceed_App,Data_Quality
186,45,45-54,Male,Phoenix,10.55,Very high (10h+),8.34,26,4.23,0.06,1.19,5.48,Social,77.2,1.1,21.7,0,0,Consistent
187,40,35-44,Male,Houston,4.91,Moderate (4-7h),7.35,10,1.62,2.76,4.75,9.13,Gaming,17.7,30.2,52.0,1,1,Check
188,54,45-54,Male,Chicago,5.24,Moderate (4-7h),4.83,9,3.38,3.7,1.53,8.61,Productivity,39.3,43.0,17.8,0,1,Check
189,49,45-54,Male,Houston,11.3,Very high (10h+),2.75,10,2.97,2.43,0.84,6.24,Social,47.6,38.9,13.5,0,1,Check
190,50,45-54,Female,Los Angeles,7.0,High (7-10h),7.65,15,3.02,0.43,2.3,5.75,Social,52.5,7.5,40.0,1,0,Check
191,18,18-24,Female,Houston,10.5,Very high (10h+),4.5,8,3.41,4.86,1.54,9.81,Productivity,34.8,49.5,15.7,0,1,Check
192,36,35-44,Female,Phoenix,2.92,Light (<4h),10.53,20,2.88,2.59,0.18,5.65,Social,51.0,45.8,3.2,1,0,Check
193,19,18-24,Male,Houston,12.08,Very high (10h+),11.93,4,2.15,3.07,1.62,6.84,Productivity,31.4,44.9,23.7,0,0,Consistent
194,43,35-44,Female,New York,10.24,Very high (10h+),9.28,10,1.38,1.18,2.72,5.28,Gaming,26.1,22.3,51.5,0,0,Consistent
195,49,45-54,Female,Houston,12.79,Very high (10h+),2.0,13,3.84,2.42,2.76,9.02,Social,42.6,26.8,30.6,0,1,Check
196,23,18-24,Female,Phoenix,2.72,Light (<4h),4.18,3,1.13,2.15,1.78,5.06,Productivity,22.3,42.5,35.2,1,1,Check
197,49,45-54,Male,New York,8.71,High (7-10h),2.2,24,3.46,0.37,2.24,6.07,Social,57.0,6.1,36.9,0,1,Check
198,21,18-24,Male,Chicago,8.79,High (7-10h),8.16,8,1.17,0.53,4.83,6.53,Gaming,17.9,8.1,74.0,0,0,Consistent
199,28,25-34,Male,New York,5.59,Moderate (4-7h),9.42,18,3.13,4.19,1.89,9.21,Productivity,34.0,45.5,20.5,1,0,Check
200,34,25-34,Female,Los Angeles,6.96,Moderate (4-7h),11.18,29,3.74,1.2,1.29,6.23,Social,60.0,19.3,20.7,1,0,Check
201,55,55+,Female,New York,1.49,Light (<4h),5.82,22,1.09,0.97,1.22,3.28,Gaming,33.2,29.6,37.2,1,0,Check
202,41,35-44,Female,Chicago,10.7,Very high (10h+),10.92,14,0.3,2.52,2.29,5.11,Productivity,5.9,49.3,44.8,1,0,Check
203,22,18-24,Male,Houston,8.14,High (7-10h),10.66,13,0.65,3.84,3.8,8.29,Productivity,7.8,46.3,45.8,1,0,Check
204,51,45-54,Male,New York,1.75,Light (<4h),4.49,29,3.03,0.31,1.03,4.37,Social,69.3,7.1,23.6,1,0,Check
205,23,18-24,Female,New York,9.85,High (7-10h),10.56,12,4.25,2.88,3.55,10.68,Social,39.8,27.0,33.2,1,1,Check
206,39,35-44,Male,New York,7.07,High (7-10h),5.13,5,0.22,0.6,0.11,0.93,Productivity,23.7,64.5,11.8,0,0,Consistent
207,28,25-34,Male,New York,1.45,Light (<4h),4.27,15,3.67,0.18,2.09,5.94,Social,61.8,3.0,35.2,1,1,Check
208,33,25-34,Male,Chicago,13.6,Very high (10h+),8.14,29,1.71,0.26,3.88,5.85,Gaming,29.2,4.4,66.3,0,0,Consistent
209,50,45-54,Male,Phoenix,13.34,Very high (10h+),4.61,5,2.39,4.17,1.69,8.25,Productivity,29.0,50.5,20.5,0,1,Check
210,26,25-34,Female,Phoenix,7.67,High (7-10h),7.93,17,4.64,0.59,2.82,8.05,Social,57.6,7.3,35.0,1,1,Check
211,23,18-24,Male,New York,2.22,Light (<4h),7.71,18,1.66,0.23,1.02,2.91,Social,57.0,7.9,35.1,1,0,Check
212,33,25-34,Male,Chicago,10.81,Very high (10h+),7.2,15,2.33,2.19,3.71,8.23,Gaming,28.3,26.6,45.1,0,1,Check
213,46,45-54,Male,Chicago,7.4,High (7-10h),5.18,19,0.07,4.22,0.26,4.55,Productivity,1.5,92.7,5.7,0,0,Consistent
214,20,18-24,Male,New York,4.93,Moderate (4-7h),7.03,5,0.41,1.31,4.26,5.98,Gaming,6.9,21.9,71.2,1,0,Check
215,37,35-44,Female,Los Angeles,7.39,High (7-10h),7.56,22,1.29,2.11,0.99,4.39,Productivity,29.4,48.1,22.6,1,0,Check
216,53,45-54,Female,New York,7.79,High (7-10h),7.0,13,0.14,0.2,4.37,4.71,Gaming,3.0,4.2,92.8,0,0,Consistent
217,36,35-44,Male,Los Angeles,8.32,High (7-10h),5.89,29,3.16,2.25,1.76,7.17,Social,44.1,31.4,24.5,0,1,Check
218,43,35-44,Male,New York,6.74,Moderate (4-7h),1.16,23,2.13,2.89,3.61,8.63,Gaming,24.7,33.5,41.8,0,1,Check
219,20,18-24,Male,Los Angeles,8.87,High (7-10h),7.46,21,2.74,2.85,1.6,7.19,Productivity,38.1,39.6,22.3,0,0,Consistent
220,36,35-44,Male,Los Angeles,12.94,Very high (10h+),2.85,24,0.87,1.66,4.53,7.06,Gaming,12.3,23.5,64.2,0,1,Check
221,37,35-44,Male,New York,5.71,Moderate (4-7h),8.07,13,1.48,1.58,0.63,3.69,Productivity,40.1,42.8,17.1,1,0,Check
222,49,45-54,Male,Los Angeles,10.43,Very high (10h+),9.35,18,3.32,0.53,0.89,4.74,Social,70.0,11.2,18.8,0,0,Consistent
223,24,18-24,Female,Houston,12.63,Very high (10h+),6.5,23,4.83,1.83,2.47,9.13,Social,52.9,20.0,27.1,0,1,Check
224,58,55+,Male,Phoenix,6.93,Moderate (4-7h),6.97,5,0.25,0.5,0.41,1.16,Productivity,21.6,43.1,35.3,1,0,Check
225,50,45-54,Female,Chicago,6.76,Moderate (4-7h),11.47,24,4.45,3.83,0.98,9.26,Social,48.1,41.4,10.6,1,0,Check
226,57,55+,Female,Los Angeles,8.83,High (7-10h),10.32,8,2.88,4.83,4.72,12.43,Productivity,23.2,38.9,38.0,1,1,Check
227,56,55+,Male,Los Angeles,8.69,High (7-10h),11.06,16,2.82,4.85,4.88,12.55,Gaming,22.5,38.6,38.9,1,1,Check
228,35,35-44,Female,Chicago,11.49,Very high (10h+),9.95,26,2.5,4.33,1.88,8.71,Productivity,28.7,49.7,21.6,0,0,Consistent
229,57,55+,Female,Los Angeles,7.19,High (7-10h),2.2,20,0.35,3.0,4.62,7.97,Gaming,4.4,37.6,58.0,0,1,Check
230,18,18-24,Female,Chicago,13.95,Very high (10h+),2.64,19,0.45,3.5,2.72,6.67,Productivity,6.7,52.5,40.8,0,1,Check
231,28,25-34,Female,New York,1.77,Light (<4h),6.79,6,3.0,1.43,1.35,5.78,Social,51.9,24.7,23.4,1,0,Check
232,45,45-54,Female,Houston,1.04,Light (<4h),3.71,25,1.7,3.15,3.51,8.36,Gaming,20.3,37.7,42.0,1,1,Check
233,42,35-44,Female,Houston,9.32,High (7-10h),6.24,17,4.59,2.28,3.29,10.16,Social,45.2,22.4,32.4,0,1,Check
234,40,35-44,Male,Phoenix,4.88,Moderate (4-7h),5.34,13,2.03,2.41,4.95,9.39,Gaming,21.6,25.7,52.7,1,1,Check
235,48,45-54,Female,Los Angeles,4.12,Moderate (4-7h),7.04,28,0.72,3.79,1.33,5.84,Productivity,12.3,64.9,22.8,1,0,Check
236,47,45-54,Female,Phoenix,5.05,Moderate (4-7h),9.22,5,3.57,1.41,3.36,8.34,Social,42.8,16.9,40.3,1,0,Check
237,59,55+,Female,New York,4.33,Moderate (4-7h),8.87,5,1.47,1.59,0.26,3.32,Productivity,44.3,47.9,7.8,1,0,Check
238,52,45-54,Male,Houston,1.4,Light (<4h),6.73,18,2.63,4.62,0.57,7.82,Productivity,33.6,59.1,7.3,1,1,Check
239,24,18-24,Female,New York,13.63,Very high (10h+),10.05,7,3.49,0.28,0.02,3.79,Social,92.1,7.4,0.5,0,0,Consistent
240,33,25-34,Male,New York,3.87,Light (<4h),5.74,23,4.5,2.43,5.0,11.93,Gaming,37.7,20.4,41.9,1,1,Check
241,43,35-44,Female,Los Angeles,10.54,Very high (10h+),10.86,12,3.96,4.56,4.01,12.53,Productivity,31.6,36.4,32.0,1,1,Check
242,19,18-24,Male,New York,10.91,Very high (10h+),1.78,21,3.38,3.05,3.93,10.36,Gaming,32.6,29.4,37.9,0,1,Check
243,18,18-24,Male,Houston,13.08,Very high (10h+),11.5,27,3.4,2.73,2.55,8.68,Social,39.2,31.5,29.4,0,0,Consistent
244,29,25-34,Female,Phoenix,1.4,Light (<4h),8.2,6,4.73,1.25,1.5,7.48,Social,63.2,16.7,20.1,1,0,Check
245,22,18-24,Female,Houston,12.34,Very high (10h+),5.18,21,1.48,1.72,0.76,3.96,Productivity,37.4,43.4,19.2,0,0,Consistent
246,54,45-54,Male,Los Angeles,7.85,High (7-10h),3.17,13,0.01,4.26,1.42,5.69,Productivity,0.2,74.9,25.0,0,1,Check
247,49,45-54,Female,Houston,9.22,High (7-10h),6.27,4,1.36,2.8,1.88,6.04,Productivity,22.5,46.4,31.1,0,0,Consistent
248,26,25-34,Male,Chicago,9.38,High (7-10h),3.14,12,1.09,2.57,3.78,7.44,Gaming,14.7,34.5,50.8,0,1,Check
249,58,55+,Male,Phoenix,11.66,Very high (10h+),2.83,13,3.31,0.5,2.7,6.51,Social,50.8,7.7,41.5,0,1,Check
250,52,45-54,Male,Chicago,5.33,Moderate (4-7h),7.79,27,3.17,0.08,0.39,3.64,Social,87.1,2.2,10.7,1,0,Check
251,36,35-44,Male,Chicago,10.53,Very high (10h+),6.75,22,2.97,4.82,0.09,7.88,Productivity,37.7,61.2,1.1,0,1,Check
252,33,25-34,Male,Los Angeles,7.87,High (7-10h),8.37,18,0.08,1.88,0.51,2.47,Productivity,3.2,76.1,20.6,1,0,Check
253,20,18-24,Female,New York,11.31,Very high (10h+),11.23,21,3.64,3.02,2.05,8.71,Social,41.8,34.7,23.5,0,0,Consistent
254,37,35-44,Male,Chicago,13.88,Very high (10h+),6.85,25,1.62,0.4,4.67,6.69,Gaming,24.2,6.0,69.8,0,0,Consistent
255,41,35-44,Male,Houston,3.61,Light (<4h),7.39,26,3.33,3.42,3.19,9.94,Productivity,33.5,34.4,32.1,1,1,Check
256,50,45-54,Female,New York,13.93,Very high (10h+),1.99,13,2.78,4.66,4.01,11.45,Productivity,24.3,40.7,35.0,0,1,Check
257,41,35-44,Male,Houston,2.17,Light (<4h),8.89,16,1.71,2.88,2.33,6.92,Productivity,24.7,41.6,33.7,1,0,Check
258,28,25-34,Female,Houston,1.03,Light (<4h),5.4,4,0.67,0.63,1.81,3.11,Gaming,21.5,20.3,58.2,1,0,Check
259,25,25-34,Female,New York,1.57,Light (<4h),11.74,25,0.47,2.91,0.54,3.92,Productivity,12.0,74.2,13.8,1,0,Check
260,53,45-54,Female,New York,5.44,Moderate (4-7h),10.05,7,4.16,3.83,4.38,12.37,Gaming,33.6,31.0,35.4,1,1,Check
261,55,55+,Male,Houston,9.23,High (7-10h),6.75,29,4.59,2.03,3.92,10.54,Social,43.5,19.3,37.2,0,1,Check
262,57,55+,Male,Los Angeles,1.9,Light (<4h),2.36,7,3.25,4.4,0.84,8.49,Productivity,38.3,51.8,9.9,1,1,Check
263,37,35-44,Male,Phoenix,1.07,Light (<4h),10.45,21,0.52,3.24,2.56,6.32,Productivity,8.2,51.3,40.5,1,0,Check
264,52,45-54,Female,Phoenix,13.18,Very high (10h+),9.8,23,2.01,4.5,2.44,8.95,Productivity,22.5,50.3,27.3,0,0,Consistent
265,42,35-44,Male,Los Angeles,11.69,Very high (10h+),3.03,14,3.64,3.12,3.13,9.89,Social,36.8,31.5,31.6,0,1,Check
266,52,45-54,Female,New York,11.52,Very high (10h+),4.25,20,3.9,0.66,4.73,9.29,Gaming,42.0,7.1,50.9,0,1,Check
267,42,35-44,Male,Houston,12.5,Very high (10h+),9.73,6,0.59,1.55,2.9,5.04,Gaming,11.7,30.8,57.5,0,0,Consistent
268,46,45-54,Female,Phoenix,10.1,Very high (10h+),3.04,24,0.0,1.01,2.7,3.71,Gaming,0.0,27.2,72.8,0,1,Check
269,35,35-44,Male,Houston,2.36,Light (<4h),11.1,19,3.56,4.54,0.25,8.35,Productivity,42.6,54.4,3.0,1,0,Check
270,35,35-44,Male,Los Angeles,6.19,Moderate (4-7h),5.67,12,1.78,3.8,0.31,5.89,Productivity,30.2,64.5,5.3,0,1,Check
271,19,18-24,Male,Houston,10.4,Very high (10h+),1.96,22,1.27,3.38,0.94,5.59,Productivity,22.7,60.5,16.8,0,1,Check
272,52,45-54,Female,Los Angeles,4.64,Moderate (4-7h),9.97,8,0.06,1.5,0.16,1.72,Productivity,3.5,87.2,9.3,1,0,Check
273,33,25-34,Female,New York,9.94,High (7-10h),5.11,27,2.7,0.92,3.72,7.34,Gaming,36.8,12.5,50.7,0,1,Check
274,58,55+,Male,Los Angeles,1.32,Light (<4h),6.79,16,4.26,3.78,3.62,11.66,Social,36.5,32.4,31.0,1,1,Check
275,53,45-54,Male,Los Angeles,4.98,Moderate (4-7h),2.24,13,4.79,2.37,0.68,7.84,Social,61.1,30.2,8.7,0,1,Check
276,50,45-54,Female,Phoenix,8.14,High (7-10h),1.03,13,2.83,1.13,4.18,8.14,Gaming,34.8,13.9,51.4,0,1,Check
277,21,18-24,Female,Houston,9.22,High (7-10h),8.02,20,2.57,3.08,0.77,6.42,Productivity,40.0,48.0,12.0,0,0,Consistent
278,50,45-54,Female,Phoenix,8.5,High (7-10h),6.67,29,0.43,0.2,1.51,2.14,Gaming,20.1,9.3,70.6,0,0,Consistent
279,31,25-34,Male,Chicago,10.07,Very high (10h+),7.53,25,2.74,1.63,1.24,5.61,Social,48.8,29.1,22.1,0,0,Consistent
280,38,35-44,Female,Los Angeles,1.08,Light (<4h),9.73,24,1.9,2.34,1.86,6.1,Productivity,31.1,38.4,30.5,1,0,Check
281,37,35-44,Male,Chicago,2.31,Light (<4h),8.11,20,3.04,0.74,1.27,5.05,Social,60.2,14.7,25.1,1,0,Check
282,25,25-34,Female,Phoenix,12.3,Very high (10h+),2.92,26,1.94,4.92,2.44,9.3,Productivity,20.9,52.9,26.2,0,1,Check
283,24,18-24,Male,Houston,9.86,High (7-10h),4.97,25,1.2,1.05,2.04,4.29,Gaming,28.0,24.5,47.6,0,0,Consistent
284,20,18-24,Female,Phoenix,2.47,Light (<4h),10.96,13,0.47,0.65,4.93,6.05,Gaming,7.8,10.7,81.5,1,0,Check
285,34,25-34,Female,Houston,11.95,Very high (10h+),9.47,23,1.57,1.02,0.28,2.87,Social,54.7,35.5,9.8,0,0,Consistent
286,50,45-54,Female,Houston,4.15,Moderate (4-7h),7.12,14,0.48,3.85,0.71,5.04,Productivity,9.5,76.4,14.1,1,0,Check
287,29,25-34,Female,New York,7.22,High (7-10h),3.81,7,0.88,2.13,0.26,3.27,Productivity,26.9,65.1,8.0,0,0,Consistent
288,39,35-44,Female,Los Angeles,2.89,Light (<4h),4.32,25,4.94,2.83,3.13,10.9,Social,45.3,26.0,28.7,1,1,Check
289,39,35-44,Male,Phoenix,10.23,Very high (10h+),9.05,11,2.22,0.11,0.27,2.6,Social,85.4,4.2,10.4,0,0,Consistent
290,47,45-54,Female,Houston,9.67,High (7-10h),10.36,29,2.66,0.17,4.18,7.01,Gaming,37.9,2.4,59.6,1,0,Check
291,55,55+,Female,Phoenix,3.74,Light (<4h),8.39,27,4.37,2.23,2.56,9.16,Social,47.7,24.3,27.9,1,1,Check
292,55,55+,Female,Phoenix,12.22,Very high (10h+),9.9,11,4.98,4.08,2.64,11.7,Social,42.6,34.9,22.6,0,1,Check
293,25,25-34,Male,Houston,6.22,Moderate (4-7h),9.43,24,2.91,4.43,2.81,10.15,Productivity,28.7,43.6,27.7,1,1,Check
294,44,35-44,Female,Chicago,4.8,Moderate (4-7h),2.65,12,4.06,0.43,0.85,5.34,Social,76.0,8.1,15.9,0,1,Check
295,44,35-44,Male,Los Angeles,2.98,Light (<4h),5.66,24,1.63,2.69,0.99,5.31,Productivity,30.7,50.7,18.6,1,0,Check
296,51,45-54,Female,Los Angeles,4.46,Moderate (4-7h),2.68,21,1.53,4.57,1.59,7.69,Productivity,19.9,59.4,20.7,0,1,Check
297,38,35-44,Female,New York,1.29,Light (<4h),3.59,3,2.01,1.94,2.97,6.92,Gaming,29.0,28.0,42.9,1,1,Check
298,47,45-54,Male,New York,8.58,High (7-10h),10.56,9,3.36,4.15,1.05,8.56,Productivity,39.3,48.5,12.3,1,0,Check
299,50,45-54,Female,New York,11.95,Very high (10h+),6.2,6,3.41,0.67,0.58,4.66,Social,73.2,14.4,12.4,0,0,Consistent
300,45,45-54,Male,Los Angeles,8.14,High (7-10h),6.89,3,1.58,4.68,4.85,11.11,Gaming,14.2,42.1,43.7,0,1,Check
301,50,45-54,Male,Chicago,3.85,Light (<4h),2.96,17,0.67,3.76,0.11,4.54,Productivity,14.8,82.8,2.4,0,1,Check
302,22,18-24,Female,Los Angeles,1.44,Light (<4h),4.43,10,3.16,4.71,4.01,11.88,Productivity,26.6,39.6,33.8,1,1,Check
303,36,35-44,Male,Los Angeles,3.79,Light (<4h),3.53,14,0.64,3.38,3.94,7.96,Gaming,8.0,42.5,49.5,0,1,Check
304,21,18-24,Female,Los Angeles,6.41,Moderate (4-7h),3.27,24,2.89,1.82,1.49,6.2,Social,46.6,29.4,24.0,0,1,Check
305,52,45-54,Female,Los Angeles,10.87,Very high (10h+),8.02,24,3.47,4.69,0.68,8.84,Productivity,39.3,53.1,7.7,0,1,Check
306,34,25-34,Male,Chicago,3.44,Light (<4h),3.83,20,3.5,1.38,0.73,5.61,Social,62.4,24.6,13.0,1,1,Check
307,45,45-54,Male,New York,10.36,Very high (10h+),7.95,17,3.77,1.66,3.49,8.92,Social,42.3,18.6,39.1,0,1,Check
308,47,45-54,Male,Phoenix,12.27,Very high (10h+),1.64,19,4.36,3.5,3.21,11.07,Social,39.4,31.6,29.0,0,1,Check
309,46,45-54,Male,New York,6.9,Moderate (4-7h),2.56,16,2.5,3.83,3.91,10.24,Gaming,24.4,37.4,38.2,0,1,Check
310,23,18-24,Female,New York,11.68,Very high (10h+),4.02,16,3.65,4.65,4.69,12.99,Gaming,28.1,35.8,36.1,0,1,Check
311,52,45-54,Female,Phoenix,8.21,High (7-10h),7.57,20,3.1,1.02,3.46,7.58,Gaming,40.9,13.5,45.6,0,1,Check
312,58,55+,Male,Los Angeles,9.28,High (7-10h),8.43,22,0.93,3.99,0.78,5.7,Productivity,16.3,70.0,13.7,0,0,Consistent
313,54,45-54,Female,Chicago,7.84,High (7-10h),5.87,20,0.13,3.69,1.22,5.04,Productivity,2.6,73.2,24.2,0,0,Consistent
314,41,35-44,Female,Chicago,7.02,High (7-10h),5.9,18,1.42,0.32,4.21,5.95,Gaming,23.9,5.4,70.8,0,1,Check
315,46,45-54,Female,New York,4.05,Moderate (4-7h),8.97,3,2.22,1.94,1.05,5.21,Social,42.6,37.2,20.2,1,0,Check
316,48,45-54,Female,Phoenix,4.94,Moderate (4-7h),1.17,25,3.09,1.41,0.36,4.86,Social,63.6,29.0,7.4,0,1,Check
317,52,45-54,Male,Houston,4.77,Moderate (4-7h),4.75,29,4.25,1.52,3.52,9.29,Social,45.7,16.4,37.9,0,1,Check
318,50,45-54,Male,Los Angeles,8.32,High (7-10h),10.01,13,0.98,4.91,2.01,7.9,Productivity,12.4,62.2,25.4,1,0,Check
319,38,35-44,Female,New York,2.56,Light (<4h),7.64,17,0.63,3.21,4.6,8.44,Gaming,7.5,38.0,54.5,1,1,Check
320,49,45-54,Male,Chicago,12.92,Very high (10h+),4.71,14,4.82,3.59,3.25,11.66,Social,41.3,30.8,27.9,0,1,Check
321,40,35-44,Male,Phoenix,10.37,Very high (10h+),10.96,10,0.54,4.88,0.45,5.87,Productivity,9.2,83.1,7.7,1,0,Check
322,50,45-54,Male,Phoenix,6.22,Moderate (4-7h),9.5,24,2.39,1.89,4.74,9.02,Gaming,26.5,21.0,52.5,1,0,Check
323,20,18-24,Female,New York,3.06,Light (<4h),3.91,22,2.93,4.01,1.29,8.23,Productivity,35.6,48.7,15.7,1,1,Check
324,35,35-44,Female,Houston,12.47,Very high (10h+),8.1,8,2.71,2.17,1.69,6.57,Social,41.2,33.0,25.7,0,0,Consistent
325,42,35-44,Female,Chicago,11.71,Very high (10h+),7.55,5,0.43,4.35,2.01,6.79,Productivity,6.3,64.1,29.6,0,0,Consistent
326,59,55+,Male,New York,10.38,Very high (10h+),5.41,26,0.29,0.9,0.26,1.45,Productivity,20.0,62.1,17.9,0,0,Consistent
327,48,45-54,Female,Houston,4.53,Moderate (4-7h),5.04,28,0.53,4.74,2.48,7.75,Productivity,6.8,61.2,32.0,1,1,Check
328,20,18-24,Female,Phoenix,6.23,Moderate (4-7h),4.78,15,2.93,1.09,0.62,4.64,Social,63.1,23.5,13.4,0,0,Consistent
329,57,55+,Male,Los Angeles,2.34,Light (<4h),7.79,15,2.72,1.63,2.0,6.35,Social,42.8,25.7,31.5,1,0,Check
330,41,35-44,Female,Chicago,3.46,Light (<4h),5.87,4,1.17,3.78,1.75,6.7,Productivity,17.5,56.4,26.1,1,1,Check
331,49,45-54,Female,Chicago,11.18,Very high (10h+),10.15,7,3.19,1.97,3.86,9.02,Gaming,35.4,21.8,42.8,0,0,Consistent
332,39,35-44,Male,Houston,10.3,Very high (10h+),8.37,19,4.1,3.04,4.02,11.16,Social,36.7,27.2,36.0,0,1,Check
333,40,35-44,Male,New York,8.72,High (7-10h),1.77,8,0.21,2.22,0.77,3.2,Productivity,6.6,69.4,24.1,0,1,Check
334,19,18-24,Male,Phoenix,12.64,Very high (10h+),8.04,4,2.49,3.71,1.83,8.03,Productivity,31.0,46.2,22.8,0,0,Consistent
335,44,35-44,Female,Houston,8.58,High (7-10h),3.98,6,3.45,1.14,1.87,6.46,Social,53.4,17.6,28.9,0,1,Check
336,59,55+,Female,Los Angeles,7.07,High (7-10h),7.52,24,1.26,0.29,0.76,2.31,Social,54.5,12.6,32.9,1,0,Check
337,19,18-24,Female,Los Angeles,5.42,Moderate (4-7h),8.48,28,1.54,1.5,3.99,7.03,Gaming,21.9,21.3,56.8,1,0,Check
338,43,35-44,Male,Los Angeles,13.23,Very high (10h+),3.54,13,3.07,2.37,3.54,8.98,Gaming,34.2,26.4,39.4,0,1,Check
339,34,25-34,Male,Houston,2.08,Light (<4h),6.03,10,4.49,0.84,0.95,6.28,Social,71.5,13.4,15.1,1,1,Check
340,57,55+,Female,Phoenix,13.1,Very high (10h+),3.09,14,4.05,1.77,1.83,7.65,Social,52.9,23.1,23.9,0,1,Check
341,50,45-54,Female,Chicago,11.75,Very high (10h+),1.58,10,2.92,2.0,0.53,5.45,Social,53.6,36.7,9.7,0,1,Check
342,26,25-34,Male,New York,2.69,Light (<4h),5.16,13,3.65,0.29,3.14,7.08,Social,51.6,4.1,44.4,1,1,Check
343,56,55+,Male,Chicago,8.34,High (7-10h),4.99,24,1.82,2.92,0.61,5.35,Productivity,34.0,54.6,11.4,0,1,Check
344,46,45-54,Male,Phoenix,12.27,Very high (10h+),11.95,22,3.2,4.42,4.93,12.55,Gaming,25.5,35.2,39.3,0,1,Check
345,59,55+,Male,Chicago,8.43,High (7-10h),5.91,10,2.33,0.76,3.9,6.99,Gaming,33.3,10.9,55.8,0,1,Check
346,43,35-44,Female,Houston,12.79,Very high (10h+),4.67,10,0.95,2.99,1.95,5.89,Productivity,16.1,50.8,33.1,0,1,Check
347,52,45-54,Male,Los Angeles,13.26,Very high (10h+),7.39,28,3.51,3.32,2.89,9.72,Social,36.1,34.2,29.7,0,1,Check
348,42,35-44,Female,Phoenix,6.49,Moderate (4-7h),1.98,19,2.78,2.1,4.56,9.44,Gaming,29.4,22.2,48.3,0,1,Check
349,41,35-44,Female,Phoenix,5.91,Moderate (4-7h),11.58,22,1.79,3.51,2.77,8.07,Productivity,22.2,43.5,34.3,1,0,Check
350,30,25-34,Female,Chicago,13.17,Very high (10h+),7.98,22,4.56,2.05,0.87,7.48,Social,61.0,27.4,11.6,0,0,Consistent
351,24,18-24,Male,Houston,9.78,High (7-10h),9.3,25,0.1,2.52,1.89,4.51,Productivity,2.2,55.9,41.9,0,0,Consistent
352,53,45-54,Male,Chicago,2.51,Light (<4h),2.88,18,1.58,0.04,4.22,5.84,Gaming,27.1,0.7,72.3,1,1,Check
353,37,35-44,Male,Chicago,1.55,Light (<4h),5.5,16,0.28,3.46,3.22,6.96,Productivity,4.0,49.7,46.3,1,1,Check
354,18,18-24,Male,Phoenix,8.34,High (7-10h),5.65,13,3.83,3.31,3.25,10.39,Social,36.9,31.9,31.3,0,1,Check
355,25,25-34,Female,Chicago,13.09,Very high (10h+),10.04,9,3.51,0.19,4.33,8.03,Gaming,43.7,2.4,53.9,0,0,Consistent
356,33,25-34,Male,Los Angeles,11.98,Very high (10h+),1.01,18,1.66,1.84,4.47,7.97,Gaming,20.8,23.1,56.1,0,1,Check
357,31,25-34,Male,Chicago,9.79,High (7-10h),4.31,15,3.38,4.9,4.6,12.88,Productivity,26.2,38.0,35.7,0,1,Check
358,29,25-34,Female,Los Angeles,2.81,Light (<4h),11.79,29,1.98,2.1,0.47,4.55,Productivity,43.5,46.2,10.3,1,0,Check
359,40,35-44,Male,Phoenix,4.31,Moderate (4-7h),6.22,17,3.78,2.51,2.72,9.01,Social,42.0,27.9,30.2,1,1,Check
360,32,25-34,Female,Houston,12.38,Very high (10h+),5.21,26,2.27,4.55,3.7,10.52,Productivity,21.6,43.3,35.2,0,1,Check
361,45,45-54,Female,Los Angeles,3.38,Light (<4h),2.32,18,2.06,3.59,3.78,9.43,Gaming,21.8,38.1,40.1,0,1,Check
362,51,45-54,Female,Houston,4.62,Moderate (4-7h),11.72,29,4.67,2.91,3.03,10.61,Social,44.0,27.4,28.6,1,0,Check
363,19,18-24,Female,Houston,2.68,Light (<4h),1.22,23,1.25,3.99,0.83,6.07,Productivity,20.6,65.7,13.7,0,1,Check
364,49,45-54,Female,Los Angeles,9.79,High (7-10h),9.11,25,0.6,4.32,3.99,8.91,Productivity,6.7,48.5,44.8,0,0,Consistent
365,40,35-44,Female,Phoenix,13.27,Very high (10h+),9.45,26,2.92,2.28,3.6,8.8,Gaming,33.2,25.9,40.9,0,0,Consistent
366,39,35-44,Female,New York,4.5,Moderate (4-7h),3.68,11,4.85,2.38,0.43,7.66,Social,63.3,31.1,5.6,0,1,Check
367,42,35-44,Female,Houston,7.18,High (7-10h),8.39,5,1.89,1.93,2.32,6.14,Gaming,30.8,31.4,37.8,1,0,Check
368,39,35-44,Male,Houston,9.25,High (7-10h),2.02,21,0.31,4.83,0.87,6.01,Productivity,5.2,80.4,14.5,0,1,Check
369,39,35-44,Male,Phoenix,13.99,Very high (10h+),3.83,22,1.7,3.49,1.69,6.88,Productivity,24.7,50.7,24.6,0,1,Check
370,59,55+,Male,Phoenix,2.36,Light (<4h),9.67,7,2.53,0.42,0.09,3.04,Social,83.2,13.8,3.0,1,0,Check
371,23,18-24,Male,Chicago,7.48,High (7-10h),10.51,12,0.81,4.31,2.0,7.12,Productivity,11.4,60.5,28.1,1,0,Check
372,32,25-34,Female,Phoenix,6.01,Moderate (4-7h),7.69,19,3.29,2.4,2.75,8.44,Social,39.0,28.4,32.6,1,1,Check
